"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status"
454,"SH-M897-L",22,"Men's Sports Shorts, L","Black",4,3,"L",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL
455,"SH-M897-X",22,"Men's Sports Shorts, XL","Black",4,3,"XL",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL
456,"TG-W091-S",24,"Women's Tights, S","Black",4,3,"S",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL
457,"TG-W091-M",24,"Women's Tights, M","Black",4,3,"M",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL
458,"TG-W091-L",24,"Women's Tights, L","Black",4,3,"L",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL
459,"SB-M891-S",18,"Men's Bib-Shorts, S","Multi",4,3,"S",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL
460,"SB-M891-M",18,"Men's Bib-Shorts, M","Multi",4,3,"M",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL
461,"SB-M891-L",18,"Men's Bib-Shorts, L","Multi",4,3,"L",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL
462,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL
463,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current"
464,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL
465,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current"
466,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL
467,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current"
468,"GL-F110-S",20,"Full-Finger Gloves, S","Black",4,3,"S",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL
469,"GL-F110-M",20,"Full-Finger Gloves, M","Black",4,3,"M",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL
470,"GL-F110-L",20,"Full-Finger Gloves, L","Black",4,3,"L",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL
471,"VE-C304-S",25,"Classic Vest, S","Blue",4,3,"S",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current"
472,"VE-C304-M",25,"Classic Vest, M","Blue",4,3,"M",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current"
473,"VE-C304-L",25,"Classic Vest, L","Blue",4,3,"L",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current"
474,"SH-W890-S",22,"Women's Mountain Shorts, S","Black",4,3,"S",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current"
475,"SH-W890-M",22,"Women's Mountain Shorts, M","Black",4,3,"M",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current"
476,"SH-W890-L",22,"Women's Mountain Shorts, L","Black",4,3,"L",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current"
477,"WB-H098",28,"Water Bottle - 30 oz.","NA",4,3,NULL,0,"S ","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.","00:00.0",NULL,"Current"
478,"BC-M005",28,"Mountain Bottle Cage","NA",4,3,NULL,0,"M ","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.","00:00.0",NULL,"Current"
479,"BC-R205",28,"Road Bottle Cage","NA",4,3,NULL,0,"R ","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","00:00.0",NULL,"Current"
480,"PK-7098",37,"Patch Kit/8 Patches","NA",4,3,NULL,0,"S ","Patch kit","Includes 8 different size patches, glue and sandpaper.","00:00.0",NULL,"Current"
481,"SO-R809-M",23,"Racing Socks, M","White",4,3,"M",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current"
482,"SO-R809-L",23,"Racing Socks, L","White",4,3,"L",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current"
483,"RA-H123",26,"Hitch Rack - 4-Bike","NA",4,3,NULL,0,"S ","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","00:00.0",NULL,"Current"
484,"CL-9009",29,"Bike Wash - Dissolver","NA",4,3,NULL,0,"S ","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","00:00.0",NULL,"Current"
485,"FE-6654",30,"Fender Set - Mountain","NA",4,3,NULL,0,"M ","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.","00:00.0",NULL,"Current"
486,"ST-1401",27,"All-Purpose Bike Stand","NA",4,3,NULL,0,"M ","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","00:00.0",NULL,"Current"
487,"HY-1023-70",32,"Hydration Pack - 70 oz.","Silver",4,3,"70",0,"S ","Hydration Pack","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","00:00.0",NULL,"Current"
488,"SJ-0194-S",21,"Short-Sleeve Classic Jersey, S","Yellow",4,3,"S",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current"
489,"SJ-0194-M",21,"Short-Sleeve Classic Jersey, M","Yellow",4,3,"M",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current"
490,"SJ-0194-L",21,"Short-Sleeve Classic Jersey, L","Yellow",4,3,"L",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current"
491,"SJ-0194-X",21,"Short-Sleeve Classic Jersey, XL","Yellow",4,3,"XL",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current"
492,"FR-T98Y-60",16,"HL Touring Frame - Yellow, 60","Yellow",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
493,"FR-T67Y-62",16,"LL Touring Frame - Yellow, 62","Yellow",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
494,"FR-T98Y-46",16,"HL Touring Frame - Yellow, 46","Yellow",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
495,"FR-T98Y-50",16,"HL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
496,"FR-T98Y-54",16,"HL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
497,"FR-T98U-46",16,"HL Touring Frame - Blue, 46","Blue",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
498,"FR-T98U-50",16,"HL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
499,"FR-T98U-54",16,"HL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
500,"FR-T98U-60",16,"HL Touring Frame - Blue, 60","Blue",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current"
501,"RD-2308",9,"Rear Derailleur","Silver",500,375,NULL,1,NULL,"Rear Derailleur","Wide-link design.","00:00.0",NULL,"Current"
502,"FR-T67U-50",16,"LL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
503,"FR-T67U-54",16,"LL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
504,"FR-T67U-58",16,"LL Touring Frame - Blue, 58","Blue",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
505,"FR-T67U-62",16,"LL Touring Frame - Blue, 62","Blue",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
506,"FR-T67Y-44",16,"LL Touring Frame - Yellow, 44","Yellow",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
507,"FR-T67Y-50",16,"LL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
508,"FR-T67Y-54",16,"LL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
509,"FR-T67Y-58",16,"LL Touring Frame - Yellow, 58","Yellow",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
510,"FR-T67U-44",16,"LL Touring Frame - Blue, 44","Blue",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current"
511,"FR-M63S-40",12,"ML Mountain Frame-W - Silver, 40","Silver",500,375,"40",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current"
512,"FR-M63S-42",12,"ML Mountain Frame-W - Silver, 42","Silver",500,375,"42",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current"
513,"FR-M63S-46",12,"ML Mountain Frame-W - Silver, 46","Silver",500,375,"46",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current"
514,"RB-9231",6,"Rear Brakes","Silver",500,375,NULL,1,NULL,"Rear Brakes",NULL,"00:00.0",NULL,"Current"
515,"SE-M236",15,"LL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.","00:00.0",NULL,"Current"
516,"SE-M798",15,"ML Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","ML Mountain Seat/Saddle 2","Designed to absorb shock.","00:00.0",NULL,"Current"
517,"SE-M940",15,"HL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.","00:00.0",NULL,"Current"
518,"SE-R581",15,"LL Road Seat/Saddle","NA",500,375,NULL,1,"R ","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.","00:00.0",NULL,"Current"
519,"SE-R908",15,"ML Road Seat/Saddle","NA",500,375,NULL,1,"T ","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.","00:00.0",NULL,"Current"
520,"SE-R995",15,"HL Road Seat/Saddle","NA",500,375,NULL,1,"R ","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.","00:00.0",NULL,"Current"
521,"SE-T312",15,"LL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.","00:00.0",NULL,"Current"
522,"SE-T762",15,"ML Touring Seat/Saddle","NA",500,375,NULL,1,"T ","ML Touring Seat/Saddle","New design relieves pressure for long rides.","00:00.0",NULL,"Current"
523,"SE-T924",15,"HL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.","00:00.0",NULL,"Current"
524,"FR-M21S-42",12,"LL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
525,"FR-M21S-44",12,"LL Mountain Frame - Silver, 44","Silver",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
526,"FR-M21S-48",12,"LL Mountain Frame - Silver, 48","Silver",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
527,"FR-M21S-52",12,"LL Mountain Frame - Silver, 52","Silver",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
528,"TT-M928",37,"Mountain Tire Tube","NA",500,375,NULL,0,"M ","Mountain Tire Tube","Self-sealing tube.","00:00.0",NULL,"Current"
529,"TT-R982",37,"Road Tire Tube","NA",500,375,NULL,0,"R ","Road Tire Tube","Conventional all-purpose tube.","00:00.0",NULL,"Current"
530,"TT-T092",37,"Touring Tire Tube","NA",500,375,NULL,0,"T ","Touring Tire Tube","General purpose tube.","00:00.0",NULL,"Current"
531,"FR-M21B-42",12,"LL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
532,"FR-M21B-44",12,"LL Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
533,"FR-M21B-48",12,"LL Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
534,"FR-M21B-52",12,"LL Mountain Frame - Black, 52","Black",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
535,"TI-M267",37,"LL Mountain Tire","NA",500,375,NULL,0,"M ","LL Mountain Tire","Comparible traction, less expensive wire bead casing.","00:00.0",NULL,"Current"
536,"TI-M602",37,"ML Mountain Tire","NA",500,375,NULL,0,"M ","ML Mountain Tire","Great traction, high-density rubber.","00:00.0",NULL,"Current"
537,"TI-M823",37,"HL Mountain Tire","NA",500,375,NULL,0,"M ","HL Mountain Tire","Incredible traction, lightweight carbon reinforced.","00:00.0",NULL,"Current"
538,"TI-R092",37,"LL Road Tire","NA",500,375,NULL,0,"R ","LL Road Tire","Same great treads as more expensive tire with a less expensive wire bead casing.","00:00.0",NULL,"Current"
539,"TI-R628",37,"ML Road Tire","NA",500,375,NULL,0,"R ","ML Road Tire","Higher density rubber.","00:00.0",NULL,"Current"
540,"TI-R982",37,"HL Road Tire","NA",500,375,NULL,0,"R ","HL Road Tire","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","00:00.0",NULL,"Current"
541,"TI-T723",37,"Touring Tire","NA",500,375,NULL,0,"T ","Touring Tire","High-density rubber.","00:00.0",NULL,"Current"
542,"PD-M282",13,"LL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","LL Mountain Pedal","Expanded platform so you can ride in any shoes; great for all-around riding.","00:00.0",NULL,"Current"
543,"PD-M340",13,"ML Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","ML Mountain Pedal","Lightweight, durable, clipless pedal with adjustable tension.","00:00.0",NULL,"Current"
544,"PD-M562",13,"HL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","HL Mountain Pedal","Stainless steel; designed to shed mud easily.","00:00.0",NULL,"Current"
545,"PD-R347",13,"LL Road Pedal","Silver/Black",500,375,NULL,1,"R ","LL Road Pedal","Clipless pedals - aluminum.","00:00.0",NULL,"Current"
546,"PD-R563",13,"ML Road Pedal","Silver/Black",500,375,NULL,1,"R ","ML Road Pedal","Lightweight aluminum alloy construction.","00:00.0",NULL,"Current"
547,"PD-R853",13,"HL Road Pedal","Silver/Black",500,375,NULL,1,"R ","HL Road Pedal","Top-of-the-line clipless pedals with adjustable tension.","00:00.0",NULL,"Current"
548,"PD-T852",13,"Touring Pedal","Silver/Black",500,375,NULL,1,"T ","Touring Pedal","A stable pedal for all-day riding.","00:00.0",NULL,"Current"
549,"FR-M63S-38",12,"ML Mountain Frame-W - Silver, 38","Silver",500,375,"38",2,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current"
550,"FR-M21B-40",12,"LL Mountain Frame - Black, 40","Black",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
551,"FR-M21S-40",12,"LL Mountain Frame - Silver, 40","Silver",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current"
552,"FD-2342",9,"Front Derailleur","Silver",500,375,NULL,1,NULL,"Front Derailleur","Wide-link design.","00:00.0",NULL,"Current"
553,"HB-T721",4,"LL Touring Handlebars","NA",500,375,NULL,1,"T ","LL Touring Handlebars","Unique shape reduces fatigue for entry level riders.","00:00.0",NULL,"Current"
554,"HB-T928",4,"HL Touring Handlebars","NA",500,375,NULL,1,"T ","HL Touring Handlebars","A light yet stiff aluminum bar for long distance riding.","00:00.0",NULL,"Current"
555,"FB-9873",6,"Front Brakes","Silver",500,375,NULL,1,NULL,"Front Brakes","All-weather brake pads; provides superior stopping by applying more surface to the rim.","00:00.0",NULL,"Current"
556,"CS-4759",8,"LL Crankset","Black",500,375,NULL,1,NULL,"LL Crankset","Super rigid spindle.","00:00.0",NULL,"Current"
557,"CS-6583",8,"ML Crankset","Black",500,375,NULL,1,NULL,"ML Crankset","High-strength crank arm.","00:00.0",NULL,"Current"
558,"CS-9183",8,"HL Crankset","Black",500,375,NULL,1,NULL,"HL Crankset","Triple crankset; alumunim crank arm; flawless shifting.","00:00.0",NULL,"Current"
559,"CH-0234",7,"Chain","Silver",500,375,NULL,1,NULL,"Chain","Superior shifting performance.","00:00.0",NULL,"Current"
560,"BK-T44U-60",3,"Touring-2000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current"
561,"BK-T79Y-46",3,"Touring-1000 Yellow, 46","Yellow",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
562,"BK-T79Y-50",3,"Touring-1000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
563,"BK-T79Y-54",3,"Touring-1000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
564,"BK-T79Y-60",3,"Touring-1000 Yellow, 60","Yellow",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
565,"BK-T18U-54",3,"Touring-3000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
566,"BK-T18U-58",3,"Touring-3000 Blue, 58","Blue",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
567,"BK-T18U-62",3,"Touring-3000 Blue, 62","Blue",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
568,"BK-T18Y-44",3,"Touring-3000 Yellow, 44","Yellow",100,75,"44",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
569,"BK-T18Y-50",3,"Touring-3000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
570,"BK-T18Y-54",3,"Touring-3000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
571,"BK-T18Y-58",3,"Touring-3000 Yellow, 58","Yellow",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
572,"BK-T18Y-62",3,"Touring-3000 Yellow, 62","Yellow",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
573,"BK-T79U-46",3,"Touring-1000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
574,"BK-T79U-50",3,"Touring-1000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
575,"BK-T79U-54",3,"Touring-1000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
576,"BK-T79U-60",3,"Touring-1000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current"
577,"BK-T44U-46",3,"Touring-2000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current"
578,"BK-T44U-50",3,"Touring-2000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current"
579,"BK-T44U-54",3,"Touring-2000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current"
580,"BK-R79Y-40",2,"Road-350-W Yellow, 40","Yellow",100,75,"40",4,"R ","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","00:00.0",NULL,"Current"
581,"BK-R79Y-42",2,"Road-350-W Yellow, 42","Yellow",100,75,"42",4,"R ","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","00:00.0",NULL,"Current"
582,"BK-R79Y-44",2,"Road-350-W Yellow, 44","Yellow",100,75,"44",4,"R ","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","00:00.0",NULL,"Current"
583,"BK-R79Y-48",2,"Road-350-W Yellow, 48","Yellow",100,75,"48",4,"R ","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","00:00.0",NULL,"Current"
584,"BK-R19B-58",2,"Road-750 Black, 58","Black",100,75,"58",4,"R ","Road-750","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","00:00.0",NULL,"Current"
585,"BK-T18U-44",3,"Touring-3000 Blue, 44","Blue",100,75,"44",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
586,"BK-T18U-50",3,"Touring-3000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current"
